game,reviewer_rating,positivity_ratio,first_release_date,binned_developer,genre,themes,modes
Infinity: Battlescape,8.0,4.08,2019,Single Appearance,Simulator,Action,
Predator Simulator,5.0,0.65,2015,2-4 Appearances,Simulator,Action,
Storm,5.0,2.16,0,Eko Software,Shooter,Science fiction,
Storm,5.0,2.16,1986,Eko Software,Shooter,Action,
Storm,5.0,2.16,2013,Eko Software,Puzzle,Action,
Door,5.0,1.8,2018,2-4 Appearances,Puzzle,Mystery,
Deadwater Saloon,5.0,2.25,2022,2-4 Appearances,Simulator,Business,
Evospace,8.0,4.51,2019,Single Appearance,Simulator,Science fiction,
Green Hell VR,6.0,3.25,2022,Single Appearance,Simulator,Action,
IronWolf VR,9.0,19.78,2017,Single Appearance,Simulator,Action,
Sabbat of the Witch,9.0,47.75,2015,Single Appearance,Simulator,Erotic,
Heliopedia,8.0,12.44,2021,Sokpop Collective,Simulator,Science fiction,
Elven Love,5.0,0.96,0,Single Appearance,Simulator,Action,
Space Maze,7.0,5.0,2018,Redox Entertainment Inc,Racing,Action,
Space Maze,7.0,5.0,0,Redox Entertainment Inc,Indie,Action,
Space Maze,7.0,5.0,2018,HOH5HC,Racing,Action,
Space Maze,7.0,5.0,0,HOH5HC,Indie,Action,
Space Maze,7.0,5.0,2018,Redox Entertainment Inc,Racing,Action,
Space Maze,7.0,5.0,0,Redox Entertainment Inc,Indie,Action,
Space Maze,7.0,5.0,2018,HOH5HC,Racing,Action,
Space Maze,7.0,5.0,0,HOH5HC,Indie,Action,
Space Maze,7.0,3.4,2018,Redox Entertainment Inc,Racing,Action,
Space Maze,7.0,3.4,0,Redox Entertainment Inc,Indie,Action,
Space Maze,7.0,3.4,2018,HOH5HC,Racing,Action,
Space Maze,7.0,3.4,0,HOH5HC,Indie,Action,
Space Maze,7.0,3.4,2018,Redox Entertainment Inc,Racing,Action,
Space Maze,7.0,3.4,0,Redox Entertainment Inc,Indie,Action,
Space Maze,7.0,3.4,2018,HOH5HC,Racing,Action,
Space Maze,7.0,3.4,0,HOH5HC,Indie,Action,
创世-修真录,6.0,2.82,2017,Single Appearance,Role-playing (RPG),Action,
The Battle of Sol,5.0,1.42,2015,2-4 Appearances,Simulator,Action,
Drift Tuner 2019,5.0,1.06,2018,Single Appearance,Racing,Action,
Unseen Diplomacy,8.0,7.72,2016,Single Appearance,Simulator,Action,
EggK47,8.0,5.03,2016,2-4 Appearances,Simulator,Action,
Frisky Business,8.0,4.37,2017,2-4 Appearances,Role-playing (RPG),Drama,
Gabe Newell Simulator,5.0,1.01,2015,2-4 Appearances,Shooter,Action,
Hide & Hold Out - H2o,5.0,1.16,2016,Single Appearance,Shooter,Action,
When They Arrived,4.0,0.58,2019,2-4 Appearances,Simulator,Action,
The Tower,2.0,0.17,2021,2-4 Appearances,Simulator,Action,
The Tower,2.0,0.17,2018,2-4 Appearances,Adventure,Science fiction,
The Tower,2.0,0.17,2021,2-4 Appearances,Simulator,Action,
The Tower,2.0,0.17,2018,2-4 Appearances,Adventure,Science fiction,
The Tower,2.0,0.17,2021,2-4 Appearances,Simulator,Action,
The Tower,2.0,0.17,2018,2-4 Appearances,Adventure,Science fiction,
The Tower,2.0,0.17,2021,Narrow Monolith,Simulator,Action,
The Tower,2.0,0.17,2018,Narrow Monolith,Adventure,Science fiction,
The Tower,5.0,1.0,2021,2-4 Appearances,Simulator,Action,
The Tower,5.0,1.0,2018,2-4 Appearances,Adventure,Science fiction,
The Tower,5.0,1.0,2021,2-4 Appearances,Simulator,Action,
The Tower,5.0,1.0,2018,2-4 Appearances,Adventure,Science fiction,
The Tower,5.0,1.0,2021,2-4 Appearances,Simulator,Action,
The Tower,5.0,1.0,2018,2-4 Appearances,Adventure,Science fiction,
The Tower,5.0,1.0,2021,Narrow Monolith,Simulator,Action,
The Tower,5.0,1.0,2018,Narrow Monolith,Adventure,Science fiction,
Paws,8.0,10.32,0,Might and Delight,Adventure,Action,
Helicopter Flight Simulator,4.0,0.25,2018,2-4 Appearances,Simulator,Non-fiction,
Knights Hunt,5.0,0.66,2017,Racing Bros,Simulator,Action,
West of Red,5.0,0.79,2017,Racing Bros,Simulator,Action,
Echelon: Wind Warriors,6.0,2.35,2004,2-4 Appearances,Simulator,Action,
The Temporal Invasion,6.0,2.55,2016,2-4 Appearances,Puzzle,Fantasy,
Aim Trainer Pro,5.0,1.44,2018,Single Appearance,Simulator,Action,
Dinosaurs A Prehistoric Adventure,5.0,0.79,2017,2-4 Appearances,Role-playing (RPG),Action,
The Trail: Frontier Challenge,6.0,3.08,2016,Single Appearance,Role-playing (RPG),Survival,
Aka,6.0,3.15,2022,Single Appearance,Platform,Fantasy,
Sakura Succubus 2,8.0,9.3,2020,Winged Cloud,Simulator,Fantasy,
Out of Reach: Treasure Royale,5.0,1.38,2020,2-4 Appearances,Shooter,Action,
Master Bladesmith,8.0,4.25,2020,Single Appearance,Role-playing (RPG),Action,
Hentai Mosaique Vip Room,8.0,7.78,2019,Lil Hentai Games,Puzzle,Erotic,
Deathlike: Awakening,5.0,1.11,2017,2-4 Appearances,Adventure,Action,
Pilam Sky,7.0,4.44,2017,Single Appearance,Simulator,Action,
Armored Fist 3,6.0,2.89,1999,NovaLogic,Simulator,Action,
Sakura Cupid,8.0,9.38,2018,Winged Cloud,Simulator,Erotic,
Summer Funland,8.0,6.12,2018,Single Appearance,Simulator,Party,
Finnish Army Simulator,8.0,8.72,2023,Single Appearance,Role-playing (RPG),Action,
Gal*Gun VR,8.0,5.27,2017,INTI CREATES CO. LTD.,Shooter,Action,
Car Detailing Simulator,6.0,3.73,2022,2-4 Appearances,Racing,Action,
Wylde Flowers,9.0,32.46,2022,Single Appearance,Simulator,Fantasy,
Allspace,5.0,2.05,2019,2-4 Appearances,Simulator,Action,
Psi Project,5.0,0.67,2017,2-4 Appearances,Simulator,Action,
The Works of Mercy,4.0,0.63,2018,Single Appearance,Simulator,Action,
Impact Winter,5.0,0.67,2017,Single Appearance,Role-playing (RPG),Survival,
Seduce Me 2: The Demon War,8.0,12.93,2016,2-4 Appearances,Role-playing (RPG),Romance,
Military Life: Tank Simulator,4.0,0.42,2016,United Independent Entertainment,Simulator,Action,
Starfighter Arduxim,6.0,2.14,2016,Single Appearance,Simulator,Action,
Dark Ghost RPG,4.0,0.57,2018,Nikita &quot;Ghost_RUS&quot;,Role-playing (RPG),Action,
God Hand,6.0,3.11,2019,2-4 Appearances,Simulator,Action,
God Hand,6.0,3.11,2006,2-4 Appearances,Hack and slash/Beat 'em up,Action,
Fighter Royale - Last Ace Flying,5.0,1.71,0,Single Appearance,Simulator,Action,
Badland Bandits,5.0,0.74,2015,Single Appearance,Racing,Action,
Heavy Gear Assault,4.0,0.52,2017,Single Appearance,Shooter,Action,
Counter Fight,8.0,4.49,2016,2-4 Appearances,Simulator,Action,
Just In Time Incorporated,8.0,4.05,2017,Single Appearance,Shooter,Action,
Play With Kizami,5.0,1.47,2018,Single Appearance,Role-playing (RPG),Erotic,
My Riding Stables: Life with Horses,8.0,5.72,2005,2-4 Appearances,Simulator,Educational,
Bunhouse,8.0,18.09,2021,Single Appearance,Simulator,Sandbox,
Digimon World: Next Order,8.0,6.3,2016,2-4 Appearances,Role-playing (RPG),Action,
Restricted Area,3.0,0.09,2005,2-4 Appearances,Role-playing (RPG),Action,
Restricted Area,3.0,0.09,2020,2-4 Appearances,Simulator,Action,
Eldervale,8.0,9.17,2019,Single Appearance,Adventure,Action,
Masterspace,4.0,0.41,2015,Single Appearance,Role-playing (RPG),Action,
Driving School Simulator,4.0,0.34,2014,2-4 Appearances,Racing,Sandbox,
Morph Girl,5.0,2.04,2017,Single Appearance,Point-and-click,Horror,
Consternation II,8.0,6.22,2018,CrackedGhostGames,Simulator,Action,
Dofamine,8.0,4.4,2020,Whale Rock Games,Puzzle,Science fiction,
CodeSpells,5.0,0.72,2015,Single Appearance,Simulator,Action,
Safety First!,8.0,4.15,2016,Single Appearance,Puzzle,Action,
Destroyer: The U-Boat Hunter,6.0,3.14,2022,Single Appearance,Simulator,Action,
Abasralsa,6.0,2.52,2018,2-4 Appearances,Fighting,Action,
Animallica,6.0,2.5,2017,Single Appearance,Simulator,Action,
Tree Simulator 2022,9.0,34.73,2021,Revmatek,Simulator,Action,
Undead Development,6.0,3.59,2021,2-4 Appearances,Simulator,Action,
Dread X Collection,8.0,4.68,2020,2-4 Appearances,Shooter,Action,
Draw Near,5.0,1.67,2018,Single Appearance,Simulator,Action,
Death Tractor,5.0,2.08,2015,2-4 Appearances,Simulator,Action,
Autocraft,5.0,1.27,2014,Alientrap,Simulator,Sandbox,
Sunset,5.0,2.19,2015,2-4 Appearances,Shooter,Comedy,
Titanic VR,8.0,4.24,2017,Single Appearance,Simulator,Action,
You have a drunk friend,5.0,1.76,2018,Single Appearance,Simulator,Action,
DooM in the Dark,4.0,0.44,2019,indie_games_studio,Simulator,Action,
OrcCraft,5.0,1.33,2018,Single Appearance,Simulator,Action,
In Next Life,8.0,7.5,2021,Single Appearance,Simulator,Survival,
The Good Life,5.0,1.05,2012,2-4 Appearances,Role-playing (RPG),Action,
The Good Life,5.0,1.05,2021,2-4 Appearances,Role-playing (RPG),Mystery,
The Good Life,5.0,1.05,2012,2-4 Appearances,Role-playing (RPG),Action,
The Good Life,5.0,1.05,2021,2-4 Appearances,Role-playing (RPG),Mystery,
The Good Life,6.0,3.84,2012,2-4 Appearances,Role-playing (RPG),Action,
The Good Life,6.0,3.84,2021,2-4 Appearances,Role-playing (RPG),Mystery,
The Good Life,6.0,3.84,2012,2-4 Appearances,Role-playing (RPG),Action,
The Good Life,6.0,3.84,2021,2-4 Appearances,Role-playing (RPG),Mystery,
Robot Squad Simulator 2017,5.0,1.69,2016,Single Appearance,Simulator,Action,
Sickness,8.0,8.85,2016,Zetsubou,Simulator,Action,
Toilet Tycoon,6.0,2.34,2000,Single Appearance,Simulator,Comedy,
Kitty Powers' Love Life,8.0,8.05,2018,2-4 Appearances,Point-and-click,Comedy,
Aeon,6.0,2.66,2017,Single Appearance,Role-playing (RPG),Action,
Pregnancy,5.0,1.37,2015,Single Appearance,Role-playing (RPG),Educational,
Ragdoll Runners,8.0,10.19,2016,Single Appearance,Simulator,Action,
Junkyard Truck,6.0,3.76,2022,Single Appearance,Simulator,Sandbox,
ZooKeeper Simulator,8.0,6.43,2019,2-4 Appearances,Simulator,Action,
Whitetail Challenge,4.0,0.33,2016,Single Appearance,Shooter,Action,
Inevitable VR,5.0,0.62,2018,Single Appearance,Simulator,Action,
Colorless Life,5.0,1.0,2017,Single Appearance,Simulator,Action,
G-Ball,4.0,0.45,2014,Single Appearance,Simulator,Action,
D.A.T.A,5.0,1.0,2018,2-4 Appearances,Shooter,Action,
Skyfront VR,6.0,2.72,2017,Single Appearance,Simulator,Action,
Cat President ~A More Purrfect Union~,8.0,9.5,2016,Oh a Rock! Studios,Simulator,Comedy,
Dinosis Survival,5.0,1.13,2017,2-4 Appearances,Shooter,Action,
Home Improvisation: Furniture Sandbox,5.0,2.2,2016,Single Appearance,Simulator,Comedy,
Tree Simulator 2020,8.0,22.5,2019,Revmatek,Simulator,Comedy,
Passpartout 2: The Lost Artist,8.0,15.5,2023,2-4 Appearances,Point-and-click,Drama,
Singularity,5.0,0.83,2010,Single Appearance,Shooter,Action,
Singularity,5.0,0.83,2010,Raven Software,Shooter,Action,
Henchman For Hire,6.0,2.33,2020,Single Appearance,Racing,Action,
Failspace,5.0,1.59,2019,2-4 Appearances,Simulator,Action,
Beat the Blitz,7.0,6.25,2018,Single Appearance,Simulator,Action,
Rage Runner,5.0,1.12,2014,Single Appearance,Racing,Action,
Forest Guardian,4.0,0.47,2020,2-4 Appearances,Role-playing (RPG),Fantasy,
Forest Guardian,4.0,0.47,2020,2-4 Appearances,Role-playing (RPG),Fantasy,
Dragon Hunt,5.0,1.74,2017,Racing Bros,Simulator,Action,
Starway Fleet,5.0,2.06,2017,2-4 Appearances,Simulator,Action,
Red Baron Pack,8.0,4.0,2016,Single Appearance,Simulator,Historical,
Takoyaki Party Survival,8.0,13.29,2022,2-4 Appearances,Simulator,Action,
Burger Shop,8.0,62.67,2007,2-4 Appearances,Simulator,Action,
Great Toilet Simulator,8.0,4.53,2019,Kiddy,Simulator,Action,
PT Boats: South Gambit,5.0,0.93,2011,Single Appearance,Simulator,Historical,
gRally,4.0,0.52,2018,Single Appearance,Racing,Action,
Project Abyss,5.0,1.5,2016,Single Appearance,Role-playing (RPG),Action,
Mindball Play,6.0,3.4,2016,Single Appearance,Racing,Action,
18 Wheels of Steel: Extreme Trucker 2,6.0,3.09,2011,SCS Software,Racing,Business,
Animal Lover,8.0,6.45,2017,2-4 Appearances,Simulator,Romance,
Meowjiro,8.0,10.48,2022,Single Appearance,Platform,Action,
Superfly,8.0,8.54,2022,Single Appearance,Simulator,Action,
The Backrooms: Survival,8.0,6.41,2022,Single Appearance,Simulator,Action,
Transcender,8.0,4.79,2020,Single Appearance,Indie,Science fiction,
Falcon Age,6.0,3.49,2019,Single Appearance,Role-playing (RPG),Action,
Virtual Battlegrounds,5.0,2.18,2019,Single Appearance,Simulator,Action,
Survival Camp,5.0,0.87,0,Single Appearance,Role-playing (RPG),Action,
Island Flight Simulator,4.0,0.25,2015,Caipirinha Games,Racing,Action,
Sniper Rust VR,5.0,1.43,2017,Single Appearance,Shooter,Action,
Kama Bullet Heritage 2,4.0,0.34,2018,Narko Games,Role-playing (RPG),Action,
Deserter Simulator,5.0,1.17,2015,Single Appearance,Racing,Action,
Toro,5.0,2.0,2015,2-4 Appearances,Simulator,Action,
Space Rift - Episode 1,6.0,3.35,2016,Single Appearance,Simulator,Action,
Nicole,5.0,2.13,2013,Winter Wolves,Role-playing (RPG),Romance,
Clouds & Sheep 2,8.0,5.29,2015,HandyGames,Simulator,Kids,
Once Upon an All Hallow's Eve,8.0,4.1,2017,2-4 Appearances,Simulator,Romance,
Sylphy and the Sleepless Island,8.0,8.93,2021,Single Appearance,Role-playing (RPG),Action,
Rat Simulator,6.0,3.82,2017,2-4 Appearances,Simulator,Comedy,
Dungeon Dreams,8.0,12.47,2019,2-4 Appearances,Role-playing (RPG),Fantasy,
Shuttle Commander,5.0,0.82,2019,Single Appearance,Simulator,Science fiction,
Invasion 2037,5.0,1.55,2019,Single Appearance,Simulator,Action,
Drive 4 Survival,6.0,3.73,2020,Single Appearance,Simulator,Action,
Our Lovely Escape,5.0,2.04,2019,2-4 Appearances,Simulator,Erotic,
Drift Legends,3.0,0.2,2018,Single Appearance,Racing,Action,
365 Days,4.0,0.52,2019,2-4 Appearances,Role-playing (RPG),Action,
Second Warfare,4.0,0.32,2015,2-4 Appearances,Adventure,Action,
Witch Strandings,7.0,3.43,2022,2-4 Appearances,Simulator,Fantasy,
Kitten Rampage,5.0,1.36,2016,Single Appearance,Simulator,Action,
Klepto,4.0,0.36,2016,2-4 Appearances,Simulator,Action,
MiG-29 Fulcrum,8.0,5.75,1991,NovaLogic,Simulator,Action,
LongStory,6.0,2.88,2014,Single Appearance,Role-playing (RPG),Mystery,
Autobahn Police Simulator 3,5.0,0.78,2022,2-4 Appearances,Racing,Action,
Fargone,8.0,4.14,2022,Single Appearance,Role-playing (RPG),Action,
Sable's Grimoire,8.0,20.0,2018,Zetsubou,Simulator,Fantasy,
Changeling,8.0,14.56,2019,Single Appearance,Simulator,Romance,
Teeth Brushing Simulator,8.0,5.15,0,Single Appearance,Simulator,Action,
Real Heroes: Firefighter HD,8.0,11.43,2021,Single Appearance,Shooter,Action,
Jessika,5.0,2.28,2020,Single Appearance,Puzzle,Mystery,
Self-Isolation,8.0,5.47,2020,Single Appearance,Simulator,Action,
Kaz Ball,7.0,5.0,2019,Single Appearance,Simulator,Action,
Jetpack Vacation,5.0,1.43,2021,2-4 Appearances,Racing,Action,
Gopnik Simulator,5.0,0.7,2018,Single Appearance,Simulator,Comedy,
Kitsune Kitchen,8.0,4.1,2018,2-4 Appearances,Indie,Comedy,
Payroll,8.0,7.29,2017,2-4 Appearances,Simulator,Comedy,
F-19 Stealth Fighter,8.0,8.62,1988,MicroProse Software Inc,Simulator,Action,
Isles of Yore,6.0,2.47,2022,Single Appearance,Simulator,Action,
Star Horizon,5.0,1.42,2014,Single Appearance,Shooter,Action,
Shadows of Kurgansk,5.0,1.73,2016,Single Appearance,Role-playing (RPG),Action,
Legends of Talia: Arcadia,6.0,3.06,2017,Winged Cloud,Simulator,Fantasy,
Garden Simulator,8.0,6.45,2022,2-4 Appearances,Simulator,Sandbox,
Hybrid Animals,5.0,1.29,2016,Single Appearance,Simulator,Action,
Racket Fury: Table Tennis VR,8.0,4.72,2017,2-4 Appearances,Simulator,Action,
I Saw Black Clouds,5.0,1.67,2021,Single Appearance,Adventure,Horror,
War Brokers,8.0,9.51,0,Single Appearance,Shooter,Action,
BBQ Simulator: The Squad,8.0,5.57,2021,Single Appearance,Simulator,Comedy,
Stay Out of the House,9.0,18.87,2022,2-4 Appearances,Shooter,Action,
Playground VR,5.0,0.75,2021,2-4 Appearances,Simulator,Action,
Wilmot's Warehouse,8.0,26.92,2019,2-4 Appearances,Puzzle,Action,
The Stray Cat,7.0,2.67,2018,Single Appearance,Simulator,Action,
Blaster Simulator,4.0,0.54,2016,United Independent Entertainment,Simulator,Action,
PT Boats: Knights of the Sea,5.0,1.0,2011,Single Appearance,Simulator,Historical,
Blobby Tennis,6.0,2.57,2017,Single Appearance,Simulator,Action,
Hoops VR,6.0,2.88,2016,2-4 Appearances,Simulator,Action,
Ephesus,5.0,1.29,2021,Single Appearance,Role-playing (RPG),Action,
Pinball HD Collection,5.0,1.71,2016,Single Appearance,Simulator,Action,
Bear Football,6.0,2.48,2017,Single Appearance,Simulator,Action,
Volo Airsport,5.0,2.26,2014,Single Appearance,Racing,Action,
No One But You,8.0,4.28,2016,2-4 Appearances,Simulator,Fantasy,
No One But You,8.0,4.28,2016,2-4 Appearances,Simulator,Fantasy,
4D Toys,8.0,6.72,2017,Single Appearance,Simulator,Educational,
The Snowboard Game,8.0,4.81,2018,Single Appearance,Racing,Action,
OverDrift Festival,6.0,3.82,2022,Single Appearance,Racing,Open world,
Wilderness,4.0,0.4,2020,Single Appearance,Simulator,Survival,
Crushed,5.0,1.11,2020,2-4 Appearances,Simulator,Action,
Chair F*cking Simulator,8.0,15.89,2020,Single Appearance,Simulator,Non-fiction,
Sweet Office,6.0,3.52,2022,2-4 Appearances,Simulator,Erotic,
Downtown,4.0,0.27,2018,Single Appearance,Shooter,Action,
Star Fighter,5.0,1.0,1994,Boom Games,Shooter,Action,
Arctic Trucker Simulator,4.0,0.24,2016,United Independent Entertainment,Simulator,Action,
MadOut Ice Storm,5.0,0.66,2015,2-4 Appearances,Racing,Action,
Russian VR Coasters,5.0,1.5,2016,2-4 Appearances,Simulator,Action,
Age of Survival,2.0,0.12,2015,Single Appearance,Simulator,Action,
Abstractanoid,5.0,1.58,2017,Single Appearance,Simulator,Action,
HTR+ Slot Car Simulation,5.0,1.48,2014,2-4 Appearances,Racing,Action,
V.O.D.K.A. Open World Survival Shooter,5.0,0.72,2021,Single Appearance,Shooter,Action,
Gunship!,5.0,0.89,2000,2-4 Appearances,Simulator,Action,
Now Man Flies,6.0,2.53,2017,Single Appearance,Simulator,Action,
The Tomorrow War,5.0,0.94,2006,Single Appearance,Simulator,Action,
Mars 2030,5.0,2.14,2016,2-4 Appearances,Role-playing (RPG),Action,
Mars 2030,5.0,2.14,2017,2-4 Appearances,Simulator,Science fiction,
Wild Wolf,5.0,0.97,2017,Single Appearance,Simulator,Action,
Toy Tinker Simulator,5.0,1.84,2021,2-4 Appearances,Simulator,Kids,
Father's Day,8.0,7.88,2022,2-4 Appearances,Simulator,Horror,
Cube Island,4.0,0.25,2021,2-4 Appearances,Simulator,Action,
Traffix,6.0,2.3,2019,Single Appearance,Puzzle,Sandbox,
Operation Sniff,8.0,3.93,2020,2-4 Appearances,Role-playing (RPG),Action,
A Walk in the Woods,6.0,2.67,2018,2-4 Appearances,Simulator,Horror,
A Walk in the Woods,6.0,2.67,2018,2-4 Appearances,Simulator,Horror,
A Walk in the Woods,5.0,0.67,2018,2-4 Appearances,Simulator,Horror,
A Walk in the Woods,5.0,0.67,2018,2-4 Appearances,Simulator,Horror,
Dieselpunk Wars,5.0,1.85,2020,Single Appearance,Simulator,Action,
Comanche,5.0,1.62,2020,Single Appearance,Fighting,Action,
Metro Sim Hustle,8.0,4.28,2021,2-4 Appearances,Role-playing (RPG),Action,
Climb With Wheelbarrow,8.0,6.92,2019,2-4 Appearances,Simulator,Action,
A Street Cat's Tale,8.0,14.47,2019,Single Appearance,Simulator,Survival,
Lost Souls,6.0,2.0,1990,Single Appearance,Role-playing (RPG),Fantasy,
Cyborg Arena,4.0,0.58,2017,2-4 Appearances,Racing,Action,
Nightmare on Azathoth,5.0,1.07,2015,Single Appearance,Adventure,Action,
Kickoff Legends,5.0,1.21,2016,Single Appearance,Simulator,Business,
Virtual Reality Girls,5.0,1.06,2017,Single Appearance,Simulator,Erotic,
Virtual Foosball,6.0,2.78,2019,Single Appearance,Simulator,Action,
Jellyfish,5.0,1.25,2017,Single Appearance,Role-playing (RPG),Action,
Copter and Sky,5.0,1.71,2016,Single Appearance,Simulator,Action,
Indie Game Sim,8.0,8.83,2016,2-4 Appearances,Simulator,Action,
Stunt Kite Masters VR,8.0,14.5,2017,HandyGames,Simulator,Action,
Terra Nova: Strike Force Centauri,8.0,16.75,1996,2-4 Appearances,Shooter,Action,
Taekwondo Grand Prix,8.0,4.47,2018,2-4 Appearances,Sport,Action,
The Nest,5.0,1.64,2016,Single Appearance,Simulator,Action,
Roommates,6.0,2.55,2014,Winter Wolves,Role-playing (RPG),Erotic,
Sakura Hime 3,8.0,19.36,2022,2-4 Appearances,Simulator,Erotic,
Pocket Plants,5.0,1.31,2017,Single Appearance,Puzzle,Fantasy,
RoboSkate,8.0,6.92,2020,Single Appearance,Simulator,Action,
Rituals in the Dark,8.0,6.77,2019,ebi-hime,Simulator,Horror,
Cat Gets Medieval,8.0,22.0,2021,2-4 Appearances,Simulator,Action,
Hot Tub Simulator,8.0,4.62,2021,Single Appearance,Simulator,Sandbox,
Time Loader,8.0,6.02,2021,Single Appearance,Platform,Action,
Formula Car Racing Simulator,6.0,2.33,2020,2-4 Appearances,Racing,Action,
Mr Husky,8.0,12.71,2019,2-4 Appearances,Simulator,Action,
Building Destruction,6.0,2.25,0,Single Appearance,Simulator,Action,
Fapic,5.0,1.8,2017,Single Appearance,Simulator,Action,
Otherside,7.0,3.0,2018,2-4 Appearances,Simulator,Science fiction,
Otherside,7.0,3.0,2023,2-4 Appearances,Role-playing (RPG),Action,
Cargo Cult: Shoot'n'Loot VR,6.0,2.5,2016,2-4 Appearances,Adventure,Action,
Temptation,5.0,1.1,2018,Single Appearance,Simulator,Action,
miraclr - Divine Dating Sim,7.0,4.25,2017,2-4 Appearances,Simulator,Fantasy,
Virtual Sports,6.0,2.77,2017,Free Range Games,Simulator,Action,
Catch Canvas,6.0,2.58,2016,2-4 Appearances,Simulator,Erotic,
The Rose of Segunda,8.0,67.0,2018,Single Appearance,Simulator,Fantasy,
Villager's Biography,6.0,3.0,2018,Single Appearance,Role-playing (RPG),Erotic,
Good Doggo,8.0,4.09,2018,Single Appearance,Simulator,Action,
Redemption Reapers,5.0,2.07,2023,Single Appearance,Role-playing (RPG),Fantasy,
Yohjo Simulator,5.0,1.17,2015,Single Appearance,Simulator,Action,
RC Simulation 2.0,5.0,1.66,2015,2-4 Appearances,Racing,Action,
Pupperazzi,8.0,26.5,2022,2-4 Appearances,Simulator,Action,
Metro Explosion Simulator,5.0,0.73,2019,Single Appearance,Simulator,Action,
Shakes on a Plane,5.0,1.74,2020,Single Appearance,Simulator,Action,
