game,reviewer_rating,positivity_ratio,first_release_date,game_modes,genres,themes,developer_Scott Cawthon,developer_Tero Lunkka,binned_developer_encoded
Garbage,5.0,2.22,2021,1,4,17,0,0,341
Regiments,8.0,6.86,2022,1,13,1,0,0,341
Spacebase Startopia,5.0,1.37,2021,1,13,18,0,0,301
Civil War: 1861,6.0,2.75,2017,1,15,39,0,0,3
Archipelago,5.0,2.09,2016,1,15,1,0,0,3
Archipelago,5.0,2.09,2016,1,15,1,0,0,3
Archipelago,7.0,4.5,2016,1,15,1,0,0,3
Archipelago,7.0,4.5,2016,1,15,1,0,0,3
Real Warfare 2: Northern Crusades,5.0,0.8,2011,1,11,22,0,0,341
Future Wars,4.0,0.42,1989,1,2,18,0,0,3
Future Wars,4.0,0.42,2010,1,15,18,0,0,3
Unexplored 2: The Wayfarer's Legacy,6.0,2.78,2021,1,12,1,0,0,3
Dangerous Waters,6.0,3.35,2005,1,13,39,0,0,3
Gratuitous Tank Battles,5.0,1.1,2012,1,13,18,0,0,3
Aggression: Europe Under Fire,5.0,1.02,2014,1,15,39,0,0,341
Road Dogs,5.0,0.99,2017,1,10,1,0,0,341
Solitairica,6.0,3.83,2016,1,12,17,0,0,341
Aircraft Carrier Survival,5.0,1.64,2022,1,13,1,0,0,3
Astro Emporia,5.0,0.87,2015,1,15,18,0,0,341
Idol Hands,5.0,0.69,2022,1,13,42,0,0,341
7 Wonders of the Ancient World,5.0,2.21,2006,1,9,22,0,0,244
Rock of Ages 3: Make & Break,6.0,2.63,2020,1,10,1,0,0,8
Girl and Goblin,8.0,7.68,2019,1,12,1,0,0,341
Tiny Toyfare,6.0,2.36,2017,1,15,1,0,0,341
East India Company,5.0,1.17,2009,1,11,17,0,0,3
Mugen Souls,6.0,2.43,2012,1,12,27,0,0,176
Regalia: Of Men and Monarchs,6.0,3.84,2017,1,12,17,0,0,341
Battle Mages,6.0,2.7,2003,1,12,17,0,0,372
Tyto Ecology,6.0,3.06,2016,1,13,18,0,0,341
StarDrive 2,5.0,1.28,2015,1,15,18,0,0,341
Godhood,6.0,2.77,2019,1,12,17,0,0,3
Unity of Command II,8.0,4.44,2019,1,13,39,0,0,341
Battle Snails,8.0,9.1,2017,2,5,1,0,0,341
Slayaway Camp,9.0,20.39,2016,1,9,19,0,0,3
The Colonists,8.0,6.24,2018,1,13,18,0,0,341
John Wick Hex,5.0,1.67,2019,1,13,1,0,0,44
Deadnaut,5.0,1.92,2014,1,11,18,0,0,3
Qvadriga,8.0,5.06,2014,1,10,22,0,0,341
Home Wars,6.0,3.44,2017,1,5,1,0,0,3
Overland,6.0,2.78,2019,1,15,18,0,0,3
Invasion Machine,6.0,3.14,2020,1,13,33,0,0,341
Polygone,5.0,1.17,0,1,32,1,0,0,341
Polygone,5.0,1.17,0,1,32,1,0,0,341
Steampunk Syndicate,5.0,1.33,2017,1,15,1,0,0,3
Ceville,8.0,4.24,2009,1,2,1,0,0,301
Sudden Strike Gold,8.0,6.74,2017,1,11,22,0,0,3
Reignfall,8.0,9.08,2018,1,15,1,0,0,3
Line War,8.0,4.08,2022,2,11,39,0,0,341
Motorcycle Mechanic Simulator 2021,6.0,2.4,2021,1,10,1,0,0,341
Land of the Vikings,8.0,5.19,2022,1,13,21,0,0,341
Absolute Tactics: Daughters of Mercy,6.0,2.5,2022,1,12,1,0,0,341
Highrise City,6.0,2.39,2022,1,13,33,0,0,341
Solargene,6.0,3.59,2022,1,13,18,0,0,341
Void Destroyer 2,8.0,4.74,2016,1,12,1,0,0,3
War Builder League,5.0,1.57,2019,2,5,1,0,0,341
Fate Hunters,6.0,3.71,2019,1,15,17,0,0,341
Son Korsan,4.0,0.64,2017,2,15,1,0,0,341
The Storm Guard: Darkness is Coming,6.0,3.66,2016,1,12,1,0,0,3
688(I) Hunter/Killer,6.0,3.47,1997,1,13,39,0,0,3
Atomic Society,5.0,2.06,2018,1,11,21,0,0,341
Druidstone: The Secret of the Menhir Forest,8.0,5.12,2019,1,9,17,0,0,341
Stack,5.0,1.92,2016,1,33,1,0,0,3
Stack,5.0,1.92,2017,1,15,1,0,0,3
Stack,5.0,1.92,2023,2,5,1,0,0,3
Garlock Online,4.0,0.34,2016,2,15,1,0,0,341
Primitive Shooter,6.0,3.18,2018,1,15,1,0,0,3
Habitat,4.0,0.65,2014,1,11,1,0,0,3
Habitat,4.0,0.65,1987,5,12,17,0,0,3
Harvest: Massive Encounter,6.0,3.35,2009,1,11,18,0,0,3
Call of Cthulhu: The Wasted Land,5.0,2.08,2012,1,12,1,0,0,341
Revelations 2012,5.0,1.29,2012,1,5,1,0,0,341
Boogeyman,8.0,4.25,2015,1,15,1,0,0,3
Lords of Xulima,8.0,4.17,2014,1,12,17,0,0,3
Sentinels of Freedom,6.0,3.11,2020,1,12,1,0,0,3
Cardaclysm,5.0,2.09,2020,1,9,1,0,0,114
GolfTopia,8.0,27.87,2021,1,13,33,0,0,3
Outbreak: The Nightmare Chronicles,6.0,2.54,2018,1,5,1,0,0,94
Cantata,8.0,4.57,2022,1,13,18,0,0,341
Haegemonia: The Solon Heritage,5.0,1.94,2003,1,15,1,0,0,99
Cat Simulator,5.0,0.8,2016,1,13,1,0,0,341
DwarfHeim,5.0,1.33,2020,1,11,17,0,0,341
Langrisser I & II,6.0,3.0,2019,1,12,17,0,0,341
Slashers,5.0,1.59,2022,2,15,1,0,0,3
Slashers,5.0,1.59,1991,1,25,1,0,0,3
To End All Wars,5.0,1.74,2014,1,13,22,0,0,15
Nova Blitz,6.0,2.66,2016,1,15,1,0,0,341
Zombies on a Plane,5.0,1.12,2016,1,32,1,0,0,341
Emily Wants to Play Too,8.0,4.63,2017,1,9,1,0,0,3
Sacrifice,8.0,11.53,2000,1,11,1,0,0,337
Scared Tube,6.0,2.8,2022,1,15,19,0,0,341
Black River,5.0,0.96,2017,1,12,1,0,0,3
Sky Battles,5.0,1.23,2015,1,15,1,0,0,341
Guardians of Graxia,4.0,0.61,2010,1,15,17,0,0,429
Super Dungeon Tactics,6.0,3.59,2016,1,12,1,0,0,3
GoD Factory: Wingmen,5.0,2.11,2014,2,5,1,0,0,341
Mech Armada,8.0,4.4,2021,1,12,18,0,0,341
Cosmic Express,8.0,15.28,2017,1,9,18,0,0,341
8-Bit Hordes,8.0,4.1,2016,1,11,17,0,0,285
SimCasino,6.0,3.41,2020,1,13,28,0,0,3
Starfighter General,7.0,6.0,2020,1,13,1,0,0,341
EarthX,8.0,8.46,2019,1,13,18,0,0,341
Abyss Raiders: Uncharted,5.0,0.68,2015,1,15,1,0,0,341
Armed to the Gears,5.0,1.77,2020,1,4,1,0,0,341
Bank Robber,7.0,4.25,2023,1,5,1,0,0,341
The Awakening,5.0,1.0,2018,1,32,33,0,0,341
Luminosity,8.0,5.78,2015,1,15,1,0,0,341
Gods of the Fallen Land,8.0,4.38,2017,1,12,1,0,0,341
Arena Wars 2,4.0,0.48,2012,1,11,1,0,0,341
Stone Age Wars,5.0,2.06,2017,1,15,1,0,0,341
Valthirian Arc: Hero School Story,5.0,1.47,2018,1,12,1,0,0,341
Warsim: The Realm of Aslona,9.0,34.68,2017,1,12,17,0,0,341
Citystate II,6.0,2.97,2021,1,13,33,0,0,341
Monster Clicker : Idle Halloween Strategy,5.0,0.83,2018,1,15,1,0,0,341
Making History: The First World War,6.0,2.83,2020,1,13,22,0,0,341
Universal Combat CE,5.0,0.69,2015,1,13,1,0,0,3
Solstice Chronicles: MIA,6.0,2.88,2017,1,5,1,0,0,3
Trapper's Delight,8.0,12.0,2016,1,8,1,0,0,341
Victory At Sea Pacific,5.0,1.56,0,1,11,1,0,0,3
Who Is This Man,5.0,1.91,2019,1,13,1,0,0,341
Time Warpers,8.0,5.8,2018,1,12,1,0,0,3
御龙在天-平衡国战版,4.0,0.51,2019,2,10,1,0,0,341
Mr. Robot,8.0,4.6,2007,1,8,1,0,0,3
Help,5.0,1.26,2016,1,31,1,0,0,401
7 Wonders: Magical Mystery Tour,8.0,8.45,2011,1,9,22,0,0,244
Agarest: Generations of War 2,5.0,1.45,2015,1,12,17,0,0,176
Lost Dimension,8.0,4.03,2014,1,12,1,0,0,124
Artificial Defense,8.0,4.65,2016,1,15,1,0,0,341
The Spatials,6.0,2.42,2014,1,12,18,0,0,3
Stars in Shadow,6.0,3.81,2017,1,15,18,0,0,341
8-Bit Attack,5.0,1.13,2020,1,12,18,0,0,341
The Campaign Series: Fall Weiss,4.0,0.54,2014,1,15,39,0,0,3
Tactical Command,7.0,32.0,0,1,15,1,0,0,341
Cabals: Magic & Battle Cards,5.0,1.77,2018,1,15,17,0,0,3
WorldQuest,5.0,2.11,2018,2,12,1,0,0,341
Kohan: Ahriman's Gift,8.0,7.0,2001,1,11,22,0,0,3
Labyrinth,5.0,1.98,2016,1,9,1,0,0,3
Labyrinth,5.0,1.98,2008,1,9,1,0,0,3
Labyrinth,5.0,1.98,2023,1,9,40,0,0,3
Labyrinth,5.0,1.98,2016,1,9,1,0,0,3
Labyrinth,5.0,1.98,2008,1,9,1,0,0,3
Labyrinth,5.0,1.98,2023,1,9,40,0,0,3
Labyrinth,5.0,1.98,2016,1,9,1,0,0,136
Labyrinth,5.0,1.98,2008,1,9,1,0,0,136
Labyrinth,5.0,1.98,2023,1,9,40,0,0,136
Freight Tycoon Inc.,5.0,1.08,2006,1,13,28,0,0,341
Star Dynasties,6.0,2.99,2021,1,12,18,0,0,341
Hearthlands,8.0,4.61,2017,1,11,22,0,0,341
Battle Cry of Freedom,6.0,3.5,2022,2,13,1,0,0,341
Dungeon Girl,5.0,1.33,2015,1,9,17,0,0,3
Clash of Castle,5.0,0.96,2018,1,15,1,0,0,3
The Defenders: The Second Wave,5.0,1.27,2015,1,15,1,0,0,341
The Spectrum Retreat,6.0,2.92,2018,1,8,43,0,0,341
Worlds of Magic,5.0,0.87,2015,1,12,41,0,0,3
Mahokenshi,6.0,3.72,2023,1,12,17,0,0,341
Moonbreaker,8.0,4.31,2022,1,15,1,0,0,390
The Lost Village,5.0,0.62,2023,1,12,17,0,0,341
Constructor Plus,8.0,7.25,2019,1,13,28,0,0,3
Hentai MineSweeper,8.0,6.19,2018,1,9,42,0,0,341
Infested Fortress,7.0,20.0,2023,1,12,17,0,0,3
Planetoid,5.0,0.76,2017,1,5,1,0,0,341
Celtic Kings: Rage of War,8.0,8.38,2002,1,11,17,0,0,164
Mercury Fallen,8.0,5.31,2017,1,13,18,0,0,341
Alien Marauder,6.0,2.82,2021,1,11,18,0,0,341
Dungeon No Dungeon,5.0,1.48,2021,1,12,17,0,0,341
Zombie Island,5.0,1.91,2020,1,13,1,0,0,341
CTU: Counter Terrorism Unit,4.0,0.46,2016,1,15,1,0,0,3
Multibombers,5.0,2.13,2018,2,15,1,0,0,3
Cinemaware Anthology: 1986-1991,6.0,3.07,2014,1,13,1,0,0,3
Alien Hallway 2,5.0,1.98,2017,1,15,1,0,0,339
Survivor Squad: Gauntlets,6.0,3.16,2015,1,15,1,0,0,3
Starship Corporation,5.0,0.74,2018,1,13,18,0,0,341
Maia,5.0,0.8,2018,1,11,18,0,0,3
Maia,5.0,0.8,2021,1,32,19,0,0,3
Corpse Keeper,6.0,3.73,2023,1,12,1,0,0,341
Executive Assault 2,8.0,5.34,2018,1,5,1,0,0,3
Windy Kingdom,5.0,0.94,2020,1,12,1,0,0,3
Starmancer,5.0,1.83,2021,1,12,18,0,0,341
Cuban Missile Crisis: Ice Crusade,6.0,2.94,2005,1,13,39,0,0,3
Zoo Empire,6.0,2.66,2004,1,13,28,0,0,115
Slay,8.0,7.22,1995,1,15,17,0,0,3
Redshirt,5.0,0.71,2013,1,12,18,0,0,341
Townsmen,6.0,2.91,2012,1,13,22,0,0,165
Kaiju-A-GoGo,5.0,1.98,2015,1,15,1,0,0,3
Bastard Bonds,8.0,8.37,2016,1,12,17,0,0,341
Evertown,5.0,0.69,2016,1,12,1,0,0,341
War on the Sea,6.0,3.38,2021,1,13,39,0,0,3
Abyss Cave,7.0,3.25,2016,1,15,1,0,0,341
Onion Force,8.0,4.14,2016,1,12,1,0,0,3
ESport Manager,5.0,0.67,2018,1,12,1,0,0,341
Kohan: Immortal Sovereigns,8.0,4.28,2001,1,11,17,0,0,3
Soul Nomad & the World Eaters,6.0,3.28,2007,1,12,17,0,0,262
Rising Front,8.0,7.81,2023,1,13,1,0,0,3
The Protagonist: EX-1,5.0,1.73,2021,1,12,1,0,0,341
Space Empires III,7.0,3.33,1997,1,15,18,0,0,3
Nomads of Driftland,6.0,2.94,2020,1,11,17,0,0,3
Midnight Protocol,8.0,7.38,2021,1,12,1,0,0,3
Starfall Online,5.0,1.33,2020,2,12,18,0,0,341
Aerial Guardian,4.0,0.33,2018,1,15,1,0,0,341
Defenders of Ardania,4.0,0.49,2011,1,11,17,0,0,3
Kitchen Simulator 2015,4.0,0.52,2015,1,13,1,0,0,407
Power of Love,5.0,2.1,2015,1,9,22,0,0,3
Seven Kingdoms: Ancient Adversaries,8.0,21.5,1998,1,11,22,0,0,115
Battle Worlds: Kronos,5.0,2.09,2013,1,13,18,0,0,192
MouseCraft,8.0,8.5,2014,1,9,1,0,0,341
Perfect Heist,6.0,2.78,2018,1,15,1,0,0,3
WazHack,8.0,7.88,2012,1,12,1,0,0,341
Rocket Science,6.0,3.36,2020,1,13,34,0,0,341
Ground Breakers,6.0,2.31,2015,1,15,18,0,0,341
Wars of Napoleon,5.0,1.06,2016,1,15,22,0,0,15
Weaves of Fate,6.0,2.43,2017,1,12,1,0,0,341
Steam Squad,5.0,1.88,2016,1,15,17,0,0,341
Starscape,8.0,3.83,2008,1,5,1,0,0,3
Super Trench Attack 2,5.0,1.45,2015,1,15,17,0,0,3
Battle of the Bulge,6.0,2.53,2012,1,15,22,0,0,3
Freaking Meatbags,8.0,6.27,2015,1,5,1,0,0,3
Gnomes Garden 2,8.0,10.19,2016,1,15,17,0,0,341
Civil War II,6.0,3.67,2014,1,13,22,0,0,15
Making History: The Great War,6.0,3.26,2015,1,13,17,0,0,3
SCP Strategy,8.0,8.78,2022,1,13,18,0,0,3
Cosmic Trip,8.0,5.62,2016,1,15,1,0,0,145
Crossfire: Legion,5.0,1.6,2022,1,11,1,0,0,3
Stardeus,8.0,8.92,2022,1,11,18,0,0,3
Doomtrooper CCG,6.0,3.23,2020,1,15,18,0,0,341
BattleGroupVR,8.0,15.08,2020,1,13,1,0,0,3
Utawarerumono: Prelude to the Fallen,8.0,14.32,2018,1,12,17,0,0,3
Clicker Warriors,5.0,0.67,2019,1,12,1,0,0,341
Squares,5.0,1.22,2015,1,2,1,0,0,341
Squares,5.0,1.22,2015,1,2,1,0,0,237
Land Doctrine,5.0,1.0,2017,1,11,33,0,0,341
Where's My Helmet?,6.0,2.3,2016,1,15,1,0,0,341
Warrior Kings,6.0,2.48,2002,1,11,22,0,0,341
Techwars Online,5.0,1.8,2016,1,15,1,0,0,3
Imperium Galactica,8.0,12.25,1997,1,13,1,0,0,99
Arcane Worlds,5.0,0.91,2013,1,5,1,0,0,341
Gnomes Garden 3: The thief of castles,8.0,6.81,2016,1,15,17,0,0,78
Kingshunt,5.0,1.02,2022,2,15,1,0,0,341
Loria,8.0,4.71,2018,1,11,17,0,0,341
Mary Skelter: Nightmares,8.0,6.52,2016,1,12,17,0,0,176
Deisim,8.0,11.28,2016,1,13,33,0,0,341
Dwarrows,8.0,4.26,2020,1,8,17,0,0,341
Necronator: Dead Wrong,6.0,2.33,2020,1,11,1,0,0,3
Legends of Ellaria,5.0,1.54,2017,1,12,1,0,0,341
Calamari Clash,6.0,3.65,2020,2,10,1,0,0,341
Those Who Came: Healing Solarus,6.0,2.5,2021,1,9,17,0,0,341
World Titans War,5.0,1.42,2022,2,5,1,0,0,341
Achron,5.0,1.74,2011,1,11,18,0,0,341
Dead Drop,8.0,3.83,2017,2,11,1,0,0,341
Sentinel 3: Homeworld,8.0,4.08,2014,1,15,18,0,0,341
Blood Waves,5.0,2.05,2017,1,5,1,0,0,341
BC Kings,5.0,1.57,2008,1,11,17,0,0,3
Helium Rain,6.0,3.83,2017,1,13,1,0,0,341
SurvivalZ Battlegrounds,5.0,1.67,2019,1,13,1,0,0,3
Craft Hero,8.0,5.2,2022,1,12,21,0,0,341
Epic Fantasy Battle Simulator,8.0,11.96,2021,1,11,1,0,0,3
Wrestling Revolution 3D,8.0,7.15,2017,1,13,1,0,0,3
Stick Em Up,5.0,1.98,2019,1,5,1,0,0,256
Kingdom Builders,5.0,1.41,2021,1,12,1,0,0,341
Grand Strategy,5.0,1.06,2019,2,15,40,0,0,341
Nanobots,5.0,1.67,2016,1,15,1,0,0,341
Zombies Killer Machine,5.0,0.8,2022,1,10,1,0,0,29
Carton,5.0,1.93,2016,1,12,1,0,0,341
Community Inc,5.0,0.69,2017,1,13,17,0,0,341
Mortars VR,5.0,1.51,2018,1,15,1,0,0,3
Almost Alive,6.0,3.27,2018,1,12,1,0,0,341
Patchwork,6.0,2.93,2012,1,2,17,0,0,3
The Withering,5.0,1.02,2015,1,12,1,0,0,341
Supreme Ruler 1936,6.0,2.69,2014,1,13,17,0,0,341
Monochrome Mobius: Rights and Wrongs Forgotten,8.0,4.13,2022,1,12,17,0,0,3
Insurmountable,8.0,4.92,2021,1,13,21,0,0,54
Dragon Souls,5.0,1.66,2020,1,12,1,0,0,341
Heroes of Myths - Warriors of Gods,3.0,0.18,2017,1,12,1,0,0,341
Dangerous,4.0,0.4,2014,1,12,1,0,0,341
Galactic Landing,5.0,1.5,2016,1,13,1,0,0,3
Streamline,5.0,1.33,2016,1,14,1,0,0,290
Streamline,5.0,1.33,2015,1,15,1,0,0,290
Streamline,5.0,1.33,2016,1,14,1,0,0,3
Streamline,5.0,1.33,2015,1,15,1,0,0,3
Streamline,6.0,2.46,2016,1,14,1,0,0,290
Streamline,6.0,2.46,2015,1,15,1,0,0,290
Streamline,6.0,2.46,2016,1,14,1,0,0,3
Streamline,6.0,2.46,2015,1,15,1,0,0,3
Battle Summoners VR Basic,6.0,2.5,2018,1,13,1,0,0,341
Crossfire: Dungeons,5.0,0.88,2015,1,15,1,0,0,341
Wartune,5.0,0.98,2016,2,12,17,0,0,341
Antisphere,5.0,1.55,2017,1,15,1,0,0,341
Planet Stronghold,5.0,1.44,2011,1,12,18,0,0,411
Ships 2017,4.0,0.55,2016,1,13,28,0,0,341
Moonshine Inc.,5.0,2.07,2022,1,13,28,0,0,3
Strategic Mind: Fight for Freedom,8.0,9.17,2021,1,13,22,0,0,3
Backgammon Blitz,5.0,1.43,2013,1,15,32,0,0,3
Crush Your Enemies,8.0,4.92,2016,1,11,1,0,0,397
Blockscape,5.0,0.86,2014,1,12,33,0,0,341
Space Station Tycoon,6.0,2.58,0,1,13,18,0,0,3
Space Station Tycoon,6.0,2.58,2020,1,13,18,0,0,3
Path of Giants,9.0,32.21,2019,1,9,17,0,0,341
Armageddon Empires,7.0,4.17,2007,1,8,1,0,0,341
Toy Tactics,7.0,9.5,2023,1,11,1,0,0,3
VR Battle Grid,8.0,8.0,2016,1,13,1,0,0,341
Fantasy Town Regional Manager,6.0,3.61,2021,1,13,17,0,0,341
Spoids,6.0,2.32,2017,1,15,1,0,0,341
Othello,6.0,2.33,2017,1,35,40,0,0,3
The Pegasus Expedition,6.0,3.5,2022,1,15,18,0,0,341
Fracture the Flag,6.0,2.68,2016,1,11,22,0,0,341
The Wall,6.0,2.78,0,2,5,1,0,0,341
Elder Sign: Omens,6.0,3.47,2011,1,15,19,0,0,341
Chess Knights: Shinobi,8.0,4.82,2020,1,9,17,0,0,3
The Political Process,9.0,23.13,2019,1,13,33,0,0,341
Lord of Rigel,5.0,1.75,2022,1,15,18,0,0,341
The Great Jitters: Pudding Panic,5.0,1.81,2011,1,9,1,0,0,341
Garden Rescue: Christmas Edition,8.0,4.15,2015,1,7,27,0,0,341
BuildMoreCubes,5.0,2.11,2016,1,15,1,0,0,3
Mesozoica,4.0,0.29,2018,1,13,1,0,0,341
Strain Tactics,8.0,5.41,2017,1,12,1,0,0,341
Aquatico,6.0,2.47,2023,1,13,21,0,0,341
Children of a Dead Earth,8.0,9.07,2016,1,11,18,0,0,3
Malus,5.0,1.5,2020,1,12,1,0,0,341
Fantasy Grounds Unity,8.0,5.59,2020,2,12,17,0,0,341
Peaky Blinders: Mastermind,6.0,3.36,2020,1,9,23,0,0,3
Ground Pounders,4.0,0.58,2014,1,15,18,0,0,3
Sentinel,5.0,1.52,2014,1,7,1,0,0,225
Sentinel,5.0,1.52,2023,1,31,1,0,0,225
Sentinel,5.0,1.52,1984,1,5,18,0,0,225
Sentinel,5.0,1.52,1990,1,5,1,0,0,225
Force of Elements,5.0,1.04,2015,1,15,1,0,0,341
The Seven Years War (1756-1763),5.0,1.74,2015,1,15,22,0,0,3
M.A.X.: Mechanized Assault & Exploration,8.0,8.19,1996,1,11,1,0,0,3
Zombie Cure Lab,8.0,5.39,2022,1,13,18,0,0,341
Veil of Crows,5.0,1.2,2017,1,12,33,0,0,341
Codex of Victory,5.0,2.29,2017,1,15,18,0,0,3
Terminal squad: Swarmites,6.0,2.11,2020,1,15,1,0,0,3
Ironclads: High Seas,4.0,0.6,2009,1,11,22,0,0,3
My Own Little Planet,5.0,1.21,2017,1,15,1,0,0,3
Defend Your Crypt,7.0,5.0,2016,1,9,1,0,0,3
Spice Road,5.0,1.95,2014,1,13,17,0,0,341
The Perfectionist,8.0,4.67,2019,1,12,1,0,0,341
Battle Simulator,5.0,1.14,0,1,13,1,0,0,3
Artillerists,6.0,3.16,2016,1,15,39,0,0,341
Sipho,8.0,6.85,2018,1,13,1,0,0,341
Undead Horde 2: Necropolis,8.0,7.15,2023,1,12,1,0,0,1
No Plan B,8.0,12.35,2021,1,13,1,0,0,341
Gary Grigsby's War in the East,8.0,9.28,2015,1,13,22,0,0,3
Tin Can,8.0,7.36,2020,1,13,18,0,0,341
Nectar of the Gods,7.0,3.6,2021,1,11,1,0,0,341
Jumping Jax,7.0,10.33,2020,1,8,18,0,0,341
The Floor Is Still Really Cheap Lava,8.0,16.0,2020,1,10,1,0,0,341
Dark Future: Blood Red States,5.0,1.71,2018,1,12,1,0,0,30
SBX: Invasion,5.0,0.57,2015,1,15,1,0,0,341
The Last World,6.0,2.33,2023,1,13,1,0,0,3
The Last World,6.0,2.33,0,1,32,1,0,0,3
Lew Pulsipher's Doomstar,7.0,3.33,2016,1,15,18,0,0,341
Coregrounds,6.0,2.32,2018,1,11,18,0,0,341
Shock Tactics,5.0,0.71,2017,1,12,18,0,0,341
Zombie Riot,6.0,2.95,2017,1,12,1,0,0,341
Blasted Road Terror,8.0,4.93,2018,1,12,1,0,0,3
Evolution VR,6.0,3.77,2017,1,15,1,0,0,341
Parcel,8.0,5.84,2015,1,9,18,0,0,341
Sengoku Jidai: Shadow of the Shogun,6.0,3.21,2016,1,15,22,0,0,3
Eternal Destiny,8.0,4.36,0,1,5,1,0,0,341
Shelter Manager,5.0,1.99,2021,1,13,39,0,0,3
Transpose,8.0,9.48,2018,1,9,17,0,0,3
Buzz Aldrin's Space Program Manager,6.0,3.48,2014,1,13,17,0,0,341
Star Wars: Droid Repair Bay,8.0,7.71,2017,1,31,18,0,0,341
Love Tavern,6.0,2.61,2021,1,13,1,0,0,3
Armed Emeth,5.0,1.4,2021,1,12,1,0,0,3
Grey Skies: A War of the Worlds Story,4.0,0.55,2020,1,4,1,0,0,341
Cellyon: Boss Confrontation,8.0,5.88,2022,1,12,1,0,0,341
Survivor,5.0,1.27,2010,1,12,1,0,0,433
Survivor,5.0,1.27,1987,1,8,1,0,0,433
Survivor,5.0,1.27,1982,1,5,1,0,0,433
Survivor,5.0,1.27,2010,1,12,1,0,0,305
Survivor,5.0,1.27,1987,1,8,1,0,0,305
Survivor,5.0,1.27,1982,1,5,1,0,0,305
Survivor,5.0,1.74,2010,1,12,1,0,0,433
Survivor,5.0,1.74,1987,1,8,1,0,0,433
Survivor,5.0,1.74,1982,1,5,1,0,0,433
Survivor,5.0,1.74,2010,1,12,1,0,0,305
Survivor,5.0,1.74,1987,1,8,1,0,0,305
Survivor,5.0,1.74,1982,1,5,1,0,0,305
Grand Tactician: The Civil War (1861-1865),6.0,3.89,2020,1,11,22,0,0,3
Tower VR,5.0,1.53,0,1,15,1,0,0,341
Sacraboar,4.0,0.32,2009,1,11,1,0,0,341
Desert Law,5.0,1.06,2005,1,11,18,0,0,341
Airport Simulator 2019,4.0,0.36,2018,1,13,28,0,0,341
Panzer Warfare,5.0,1.7,2016,1,13,1,0,0,3
Loot Hunter,5.0,2.18,2015,1,12,1,0,0,297
FinalFire,5.0,1.12,2016,1,10,39,0,0,341
Avalon Lords: Dawn Rises,5.0,1.1,2016,1,11,22,0,0,341
The Next World,6.0,2.52,2016,1,31,1,0,0,341
Demon's Rise - Lords of Chaos,8.0,4.88,2018,1,12,1,0,0,405
Zombie City Defense 2,6.0,2.52,2016,1,13,1,0,0,341
Circus Electrique,6.0,3.15,2022,1,12,22,0,0,418
Dead In Bermuda,6.0,2.81,2015,1,12,21,0,0,3
Recipe for Disaster,6.0,3.29,2021,1,13,33,0,0,3
Attack on Toys,8.0,14.06,2018,1,11,1,0,0,341
Colonials Programme,7.0,4.67,2020,1,9,18,0,0,341
RoboPhobik,7.0,8.0,2020,1,5,1,0,0,3
Company of Crime,5.0,0.99,2020,1,12,1,0,0,341
Black Legend,5.0,1.83,2021,1,12,22,0,0,341
Legions of Ashworld,5.0,1.59,2014,1,15,17,0,0,341
Shadow Hunter,5.0,1.44,1988,1,31,43,0,0,3
Planet Driller,5.0,1.64,2016,1,15,1,0,0,341
Heroes of Fortunia,5.0,1.11,2019,1,12,1,0,0,341
Punk Wars,5.0,1.68,2021,1,13,39,0,0,341
Animal Fight Club,8.0,4.33,2019,1,13,1,0,0,3
Sneaky Sneaky,8.0,8.33,2014,1,12,23,0,0,341
Godlike Burger,6.0,3.04,2022,1,12,1,0,0,341
Terrorarium,6.0,2.86,2020,1,15,1,0,0,341
Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,5.0,0.91,2019,1,12,1,0,0,220
Constricting Cubes,5.0,0.75,2016,1,15,1,0,0,3
Ironclads: Anglo Russian War 1866,4.0,0.43,2011,1,11,22,0,0,341
Battle Tracks,7.0,12.0,0,1,15,1,0,0,341
The Dame Was Loaded,7.0,3.5,1996,1,9,43,0,0,39
Light of Altair,7.0,3.6,2009,1,11,18,0,0,341
Friki,5.0,1.58,2021,2,12,1,0,0,341
Deadstone,6.0,3.64,2014,1,12,1,0,0,341
Defense Technica,4.0,0.63,2013,1,5,18,0,0,341
Nightside,5.0,1.55,2015,1,11,18,0,0,3
Ceres,5.0,1.1,2015,1,12,1,0,0,3
Ceres,5.0,1.1,2015,1,12,1,0,0,3
Ceres,5.0,0.93,2015,1,12,1,0,0,3
Ceres,5.0,0.93,2015,1,12,1,0,0,3
Steel Rain,8.0,5.38,2015,1,12,1,0,0,3
Radiant Defense,8.0,4.57,2012,1,15,18,0,0,3
Colonial Conquest,5.0,1.61,1985,1,13,17,0,0,341
Tzar: The Burden of the Crown,8.0,10.44,2000,1,11,17,0,0,164
Dwerve,6.0,2.92,2022,1,9,1,0,0,341
Dungeon Deathball,8.0,25.86,2021,1,9,17,0,0,223
Artificial Extinction,6.0,3.23,2020,1,12,1,0,0,341
Ecosystem,8.0,4.26,2021,1,13,33,0,0,341
Kingdom Under Fire: Heroes,6.0,3.52,2005,1,11,1,0,0,341
NewCity,5.0,2.17,2020,1,13,33,0,0,341
1001 Hugs,6.0,2.62,2019,1,15,1,0,0,341
A Front Too Far: Normandy,5.0,1.65,2018,1,12,1,0,0,3
Prism Collider,7.0,3.67,2017,1,15,1,0,0,3
Make America Great Again,5.0,0.68,2016,1,15,1,0,0,341
